Player Name,Team,Assists,Blocked Shots,Blocks Against,Defensive Rebounds,Free Throws,Field Goals,Minutes Played,Offensive Rebounds,Plus Minus,Personal Fouls,Points Scored,Steals,Three Pointers,Total Rebounds,Turnovers
Jeff Green,Boston,3,2,0,6,5-15,1-2,35:45,0,2,-6,13,0,2-9,6,3
Brandon Bass,Boston,0,0,0,2,3-7,0-0,33:02,1,1,-8,6,0,0-0,3,0
Jared Sullinger,Boston,2,1,2,7,6-15,2-2,36:56,4,5,-8,15,1,1-4,11,2
Rajon Rondo,Boston,12,0,0,3,8-15,1-3,40:44,1,4,-9,19,3,2-4,4,5
Avery Bradley,Boston,2,0,2,3,8-16,4-4,34:49,1,4,-5,24,3,4-4,4,1
Jerryd Bayless,Boston,2,0,0,1,2-5,0-0,21:10,0,1,-7,5,0,1-1,1,0
Kelly Olynyk,Boston,1,0,1,6,2-5,0-0,15:20,3,3,+1,5,0,1-1,9,1
Chris Johnson,Boston,1,0,0,0,3-6,3-3,14:26,1,1,+8,10,0,1-3,1,1
Joel Anthony,Boston,0,0,0,0,0-0,0-0,3:54,0,0,-3,0,0,0-0,0,0
Phil Pressey,Boston,2,0,0,0,0-0,0-0,3:54,0,1,-3,0,0,0-0,0,1
Paul Millsap,Atlanta,3,1,0,12,5-11,4-7,38:46,2,2,+15,14,1,0-2,14,5
DeMarre Carroll,Atlanta,4,0,1,7,6-13,1-2,38:18,1,4,+4,13,0,0-3,8,1
Elton Brand,Atlanta,3,1,1,9,6-12,1-2,33:01,4,1,+3,13,3,0-0,13,3
Kyle Korver,Atlanta,4,1,0,5,5-8,3-3,36:57,0,1,+17,17,1,4-6,5,2
Jeff Teague,Atlanta,8,1,1,0,6-12,4-4,31:53,0,1,+11,19,2,3-6,0,2
Mike Scott,Atlanta,1,1,0,1,6-9,0-1,20:10,0,2,-2,13,0,1-3,1,0
Shelvin Mack,Atlanta,5,0,0,0,2-6,0-0,20:05,0,0,-5,5,0,1-3,0,0
Lou Williams,Atlanta,2,0,0,1,3-4,3-3,16:43,0,3,+0,9,0,0-0,1,0
Mike Muscala,Atlanta,0,0,0,0,1-1,0-0,4:03,1,0,+0,2,0,0-0,1,1
Cartier Martin,Atlanta,0,0,0,0,0-0,0-0,0:04,0,0,-3,0,0,0-0,0,0
